Retailer,Retailer ID,Date,Month,Region,State,Beverage Brand,Price per Unit,Units Sold,Total Revenue
Edeka,1189833,2022-12-14,December,West,Baden-Württemberg,Fritz-Kola,0.46,9000,4140.0
Kaufland,1189833,2022-12-14,December,West,Baden-Württemberg,Mezzo Mix,0.51,9000,4590.0
Metro,1189833,2022-12-14,December,West,Bavaria,Mezzo Mix,0.46,7000,3220.0
Metro,1189833,2022-12-14,December,West,Thuringia,Club-Mate,0.46,7000,3220.0
Netto,1189833,2022-12-14,December,West,Baden-Württemberg,Fritz-Kola,0.55,6250,3437.5000000000005
Edeka,1189833,2022-12-14,December,West,Mecklenburg-Vorpommern,Bionade,0.6,7250,4350.0
Metro,1185732,2022-01-15,January,Midwest,Hamburg,Vita Cola,0.41,4750,1947.4999999999998
Kaufland,1185732,2022-01-15,January,Midwest,Brandenburg,Mezzo Mix,0.41,2750,1127.5
Metro,1185732,2022-01-15,January,Midwest,Schleswig-Holstein,Bionade,0.32,2750,880.0
Aldi,1185732,2022-01-15,January,Midwest,Berlin,Gerolsteiner,0.37,1250,462.5
Rewe,1185732,2022-01-15,January,Midwest,Thuringia,Bionade,0.51,1750,892.5
Lidl,1185732,2022-01-15,January,Midwest,Hamburg,Mezzo Mix,0.41,2750,1127.5
Penny,1185732,2022-02-15,February,Midwest,Bavaria,Vita Cola,0.41,5250,2152.5
Rewe,1185732,2022-02-15,February,Midwest,Saxony,Club-Mate,0.41,1750,717.5
Metro,1185732,2022-02-15,February,Midwest,North Rhine-Westphalia,Gerolsteiner,0.32,2250,720.0
Penny,1185732,2022-02-15,February,Midwest,Schleswig-Holstein,Vita Cola,0.37,1000,370.0
Kaufland,1185732,2022-02-15,February,Midwest,Hesse,Mezzo Mix,0.51,1750,892.5
Edeka,1185732,2022-02-15,February,Midwest,Saxony-Anhalt,Mezzo Mix,0.41,2750,1127.5
Netto,1185732,2022-03-14,March,Midwest,Baden-Württemberg,Club-Mate,0.46,4950,2277.0
Penny,1185732,2022-03-14,March,Midwest,Berlin,Bionade,0.46,2000,920.0
Penny,1185732,2022-03-14,March,Midwest,Schleswig-Holstein,Fritz-Kola,0.37,2250,832.5
Lidl,1185732,2022-03-14,March,Midwest,Brandenburg,Bionade,0.41,750,307.5
Aldi,1185732,2022-03-14,March,Midwest,Mecklenburg-Vorpommern,Club-Mate,0.55,1250,687.5
Penny,1185732,2022-03-14,March,Midwest,Hesse,Gerolsteiner,0.46,2250,1035.0
Rewe,1185732,2022-04-15,April,Midwest,Brandenburg,Vita Cola,0.46,4500,2070.0
Penny,1185732,2022-04-15,April,Midwest,Schleswig-Holstein,Fritz-Kola,0.46,1500,690.0
Lidl,1185732,2022-04-15,April,Midwest,Thuringia,Mezzo Mix,0.37,1500,555.0
Netto,1185732,2022-04-15,April,Midwest,Baden-Württemberg,Fritz-Kola,0.41,750,307.5
Lidl,1185732,2022-04-15,April,Midwest,Schleswig-Holstein,Vita Cola,0.55,1000,550.0
Aldi,1185732,2022-04-15,April,Midwest,Mecklenburg-Vorpommern,Mezzo Mix,0.46,2250,1035.0
Kaufland,1185732,2022-05-16,May,Midwest,North Rhine-Westphalia,Club-Mate,0.55,4950,2722.5
Lidl,1185732,2022-05-16,May,Midwest,Berlin,Club-Mate,0.51,2000,1020.0
Aldi,1185732,2022-05-16,May,Midwest,Schleswig-Holstein,Bionade,0.46,1750,805.0
Penny,1185732,2022-05-16,May,Midwest,Hamburg,Vita Cola,0.46,1000,460.0
Edeka,1185732,2022-05-16,May,Midwest,Mecklenburg-Vorpommern,Club-Mate,0.55,1250,687.5
Kaufland,1185732,2022-05-16,May,Midwest,Saxony,Gerolsteiner,0.6,2500,1500.0
Edeka,1185732,2022-06-15,June,Midwest,Saxony,Vita Cola,0.46,5000,2300.0
Kaufland,1185732,2022-06-15,June,Midwest,Bavaria,Mezzo Mix,0.41,2500,1025.0
Penny,1185732,2022-06-15,June,Midwest,Saxony-Anhalt,Mezzo Mix,0.37,2000,740.0
Lidl,1185732,2022-06-15,June,Midwest,Thuringia,Vita Cola,0.37,1750,647.5
Lidl,1185732,2022-06-15,June,Midwest,Berlin,Club-Mate,0.46,1750,805.0
Netto,1185732,2022-06-15,June,Midwest,Brandenburg,Mezzo Mix,0.51,3500,1785.0
Rewe,1185732,2022-07-14,July,Midwest,Hesse,Mezzo Mix,0.46,5750,2645.0
Rewe,1185732,2022-07-14,July,Midwest,Saxony,Bionade,0.41,3250,1332.5
Netto,1185732,2022-07-14,July,Midwest,Mecklenburg-Vorpommern,Club-Mate,0.37,2500,925.0
Edeka,1185732,2022-07-14,July,Midwest,Bavaria,Fritz-Kola,0.37,2000,740.0
Edeka,1185732,2022-07-14,July,Midwest,Saxony-Anhalt,Vita Cola,0.46,2250,1035.0
Edeka,1185732,2022-07-14,July,Midwest,Brandenburg,Fritz-Kola,0.51,4000,2040.0
Edeka,1185732,2022-08-15,August,Midwest,Saxony,Mezzo Mix,0.46,5500,2530.0
Aldi,1185732,2022-08-15,August,Midwest,Hesse,Gerolsteiner,0.41,3250,1332.5
Lidl,1185732,2022-08-15,August,Midwest,Berlin,Fritz-Kola,0.37,2500,925.0
Netto,1185732,2022-08-15,August,Midwest,Mecklenburg-Vorpommern,Gerolsteiner,0.37,2250,832.5
Lidl,1185732,2022-08-15,August,Midwest,Thuringia,Gerolsteiner,0.46,2000,920.0
Rewe,1185732,2022-08-15,August,Midwest,Berlin,Gerolsteiner,0.51,3750,1912.5
Penny,1185732,2022-09-16,September,Midwest,North Rhine-Westphalia,Fritz-Kola,0.46,5000,2300.0
Penny,1185732,2022-09-16,September,Midwest,Saxony,Fritz-Kola,0.41,3000,1230.0
Metro,1185732,2022-09-16,September,Midwest,Berlin,Mezzo Mix,0.37,2000,740.0
Penny,1185732,2022-09-16,September,Midwest,Hesse,Bionade,0.37,1750,647.5
Metro,1185732,2022-09-16,September,Midwest,Mecklenburg-Vorpommern,Fritz-Kola,0.46,1750,805.0
Metro,1185732,2022-09-16,September,Midwest,Bavaria,Fritz-Kola,0.51,2500,1275.0
Lidl,1185732,2022-10-15,October,Midwest,Bavaria,Vita Cola,0.55,4250,2337.5
Metro,1185732,2022-10-15,October,Midwest,Berlin,Bionade,0.46,2500,1150.0
Kaufland,1185732,2022-10-15,October,Midwest,North Rhine-Westphalia,Fritz-Kola,0.46,1500,690.0
Netto,1185732,2022-10-15,October,Midwest,Berlin,Club-Mate,0.46,1250,575.0
Rewe,1185732,2022-10-15,October,Midwest,Hesse,Fritz-Kola,0.55,1250,687.5
Rewe,1185732,2022-10-15,October,Midwest,Thuringia,Vita Cola,0.6,2500,1500.0
Lidl,1185732,2022-11-15,November,Midwest,Saxony,Vita Cola,0.55,4000,2200.0
Penny,1185732,2022-11-15,November,Midwest,Thuringia,Mezzo Mix,0.46,2500,1150.0
Rewe,1185732,2022-11-15,November,Midwest,Thuringia,Bionade,0.46,1950,897.0
Aldi,1185732,2022-11-15,November,Midwest,Hesse,Bionade,0.46,1750,805.0
Edeka,1185732,2022-11-15,November,Midwest,Brandenburg,Mezzo Mix,0.55,1500,825.0000000000001
Lidl,1185732,2022-11-15,November,Midwest,Bavaria,Mezzo Mix,0.6,2500,1500.0
Lidl,1185732,2022-12-14,December,Midwest,Berlin,Gerolsteiner,0.55,5000,2750.0
Netto,1185732,2022-12-14,December,Midwest,Saxony-Anhalt,Gerolsteiner,0.46,3000,1380.0
Kaufland,1185732,2022-12-14,December,Midwest,Saxony-Anhalt,Club-Mate,0.46,2500,1150.0
Metro,1185732,2022-12-14,December,Midwest,Saxony-Anhalt,Gerolsteiner,0.46,2000,920.0
Rewe,1185732,2022-12-14,December,Midwest,Bavaria,Bionade,0.55,2000,1100.0
Lidl,1185732,2022-12-14,December,Midwest,North Rhine-Westphalia,Club-Mate,0.6,3000,1800.0
Kaufland,1197831,2022-01-02,January,South,Brandenburg,Mezzo Mix,0.18,7250,1305.0
Netto,1197831,2022-01-02,January,South,Thuringia,Fritz-Kola,0.28,7250,2030.0000000000002
Kaufland,1197831,2022-01-02,January,South,Saxony-Anhalt,Fritz-Kola,0.28,5250,1470.0000000000002
Penny,1197831,2022-01-02,January,South,Schleswig-Holstein,Bionade,0.32,5250,1680.0
Netto,1197831,2022-01-02,January,South,Berlin,Gerolsteiner,0.37,3750,1387.5
Penny,1197831,2022-01-02,January,South,Saxony,Gerolsteiner,0.32,5250,1680.0
Netto,1197831,2022-02-01,February,South,Saxony-Anhalt,Fritz-Kola,0.23,6750,1552.5
Rewe,1197831,2022-02-01,February,South,Berlin,Fritz-Kola,0.32,6500,2080.0
Kaufland,1197831,2022-02-01,February,South,Hamburg,Fritz-Kola,0.32,4750,1520.0
Kaufland,1197831,2022-02-01,February,South,North Rhine-Westphalia,Club-Mate,0.32,4250,1360.0
Metro,1197831,2022-02-01,February,South,Berlin,Mezzo Mix,0.37,3000,1110.0
Lidl,1197831,2022-02-01,February,South,Saxony-Anhalt,Bionade,0.32,5000,1600.0
Lidl,1197831,2022-03-03,March,South,Brandenburg,Mezzo Mix,0.28,6750,1890.0000000000002
Penny,1197831,2022-03-03,March,South,Mecklenburg-Vorpommern,Bionade,0.37,6750,2497.5
Penny,1197831,2022-03-03,March,South,Baden-Württemberg,Fritz-Kola,0.28,5000,1400.0000000000002
Metro,1197831,2022-03-03,March,South,Brandenburg,Gerolsteiner,0.32,4000,1280.0
Netto,1197831,2022-03-03,March,South,Thuringia,Mezzo Mix,0.37,3000,1110.0
Kaufland,1197831,2022-03-03,March,South,Saxony-Anhalt,Vita Cola,0.32,4500,1440.0
Penny,1197831,2022-04-02,April,South,Brandenburg,Bionade,0.18,7000,1260.0
Kaufland,1197831,2022-04-02,April,South,Thuringia,Fritz-Kola,0.28,7000,1960.0000000000002
Aldi,1197831,2022-04-02,April,South,Schleswig-Holstein,Gerolsteiner,0.23,5250,1207.5
Kaufland,1197831,2022-04-02,April,South,Baden-Württemberg,Vita Cola,0.28,4250,1190.0
Lidl,1197831,2022-04-02,April,South,Saxony-Anhalt,Bionade,0.32,3250,1040.0
Edeka,1197831,2022-04-02,April,South,Hamburg,Bionade,0.28,6000,1680.0000000000002
Aldi,1197831,2022-05-02,May,South,Bavaria,Vita Cola,0.18,7500,1350.0
Rewe,1197831,2022-05-02,May,South,Bavaria,Vita Cola,0.28,7750,2170.0
Edeka,1197831,2022-05-02,May,South,North Rhine-Westphalia,Bionade,0.23,6250,1437.5
Edeka,1197831,2022-05-02,May,South,Bavaria,Mezzo Mix,0.32,5500,1760.0
Aldi,1197831,2022-05-02,May,South,Saxony,Vita Cola,0.46,4500,2070.0
Kaufland,1197831,2022-05-02,May,South,Bavaria,Bionade,0.41,8000,3280.0
Penny,1197831,2022-06-01,June,South,Mecklenburg-Vorpommern,Mezzo Mix,0.41,8000,3280.0
Penny,1197831,2022-06-01,June,South,Hesse,Gerolsteiner,0.46,8000,3680.0
Rewe,1197831,2022-06-01,June,South,Mecklenburg-Vorpommern,Gerolsteiner,0.41,6500,2665.0
Rewe,1197831,2022-06-01,June,South,Hesse,Vita Cola,0.41,6000,2460.0
Penny,1197831,2022-06-01,June,South,Baden-Württemberg,Mezzo Mix,0.46,5000,2300.0
Lidl,1197831,2022-06-01,June,South,Hamburg,Vita Cola,0.51,8750,4462.5
Metro,1197831,2022-07-03,July,South,Hamburg,Vita Cola,0.41,8250,3382.5
Penny,1197831,2022-07-03,July,South,Baden-Württemberg,Mezzo Mix,0.46,8250,3795.0
Edeka,1197831,2022-07-03,July,South,Hamburg,Club-Mate,0.41,9750,3997.4999999999995
Kaufland,1197831,2022-07-03,July,South,Brandenburg,Bionade,0.41,5750,2357.5
Kaufland,1197831,2022-07-03,July,South,Berlin,Bionade,0.46,5750,2645.0
Kaufland,1197831,2022-07-03,July,South,Schleswig-Holstein,Fritz-Kola,0.55,8500,4675.0
Edeka,1197831,2022-08-05,August,South,Bavaria,Mezzo Mix,0.46,8000,3680.0
Penny,1197831,2022-08-05,August,South,Schleswig-Holstein,Gerolsteiner,0.51,8000,4080.0
Aldi,1197831,2022-08-05,August,South,Saxony-Anhalt,Vita Cola,0.46,9750,4485.0
Penny,1197831,2022-08-05,August,South,Saxony,Bionade,0.46,5250,2415.0
Edeka,1197831,2022-08-05,August,South,Schleswig-Holstein,Vita Cola,0.51,5250,2677.5
Edeka,1197831,2022-08-05,August,South,Brandenburg,Bionade,0.55,7750,4262.5
Aldi,1197831,2022-09-02,September,South,Hesse,Vita Cola,0.51,7250,3697.5
Metro,1197831,2022-09-02,September,South,Mecklenburg-Vorpommern,Vita Cola,0.51,6750,3442.5
Kaufland,1197831,2022-09-02,September,South,Baden-Württemberg,Bionade,0.55,7250,3987.5000000000005
Aldi,1197831,2022-09-02,September,South,Hamburg,Gerolsteiner,0.55,4500,2475.0
Netto,1197831,2022-09-02,September,South,Thuringia,Gerolsteiner,0.51,4500,2295.0
Edeka,1197831,2022-09-02,September,South,Saxony,Club-Mate,0.46,6750,3105.0
Aldi,1197831,2022-10-01,October,South,Baden-Württemberg,Fritz-Kola,0.37,6250,2312.5
Metro,1197831,2022-10-01,October,South,Thuringia,Club-Mate,0.37,6250,2312.5
Rewe,1197831,2022-10-01,October,South,Saxony-Anhalt,Bionade,0.41,5750,2357.5
Penny,1197831,2022-10-01,October,South,Berlin,Vita Cola,0.41,4250,1742.5
Lidl,1197831,2022-10-01,October,South,Mecklenburg-Vorpommern,Fritz-Kola,0.37,4000,1480.0
Kaufland,1197831,2022-10-01,October,South,Baden-Württemberg,Mezzo Mix,0.46,5750,2645.0
Rewe,1197831,2022-11-02,November,South,Hamburg,Mezzo Mix,0.37,7250,2682.5
Rewe,1197831,2022-11-02,November,South,Brandenburg,Gerolsteiner,0.37,7250,2682.5
Rewe,1197831,2022-11-02,November,South,Mecklenburg-Vorpommern,Bionade,0.6,6500,3900.0
Penny,1197831,2022-11-02,November,South,Hesse,Club-Mate,0.6,5000,3000.0
Aldi,1197831,2022-11-02,November,South,Berlin,Vita Cola,0.55,4750,2612.5
Lidl,1197831,2022-11-02,November,South,Thuringia,Fritz-Kola,0.64,6750,4320.0
Metro,1197831,2022-12-01,December,South,Brandenburg,Vita Cola,0.55,8250,4537.5
Aldi,1197831,2022-12-01,December,South,Saxony,Vita Cola,0.55,8250,4537.5
Kaufland,1197831,2022-12-01,December,South,Brandenburg,Mezzo Mix,0.6,7250,4350.0
Penny,1197831,2022-12-01,December,South,Mecklenburg-Vorpommern,Gerolsteiner,0.6,5750,3450.0
Aldi,1197831,2022-12-01,December,South,Berlin,Gerolsteiner,0.55,5250,2887.5000000000005
Rewe,1197831,2022-12-01,December,South,Hesse,Mezzo Mix,0.64,7750,4960.0
Aldi,1185732,2022-01-07,January,Northeast,Hesse,Club-Mate,0.41,4250,1742.5
Edeka,1185732,2022-01-07,January,Northeast,Hesse,Fritz-Kola,0.41,2250,922.5
Metro,1185732,2022-01-07,January,Northeast,Hesse,Club-Mate,0.32,2250,720.0
Lidl,1185732,2022-01-07,January,Northeast,Hesse,Bionade,0.37,750,277.5
Lidl,1185732,2022-01-07,January,Northeast,Saxony,Fritz-Kola,0.51,1250,637.5
Aldi,1185732,2022-01-07,January,Northeast,Bavaria,Club-Mate,0.41,2250,922.5
Netto,1185732,2022-02-05,February,Northeast,Berlin,Gerolsteiner,0.41,4750,1947.4999999999998
Rewe,1185732,2022-02-05,February,Northeast,North Rhine-Westphalia,Fritz-Kola,0.41,1250,512.5
Aldi,1185732,2022-02-05,February,Northeast,North Rhine-Westphalia,Mezzo Mix,0.32,1750,560.0
Rewe,1185732,2022-02-05,February,Northeast,Schleswig-Holstein,Vita Cola,0.37,500,185.0
Aldi,1185732,2022-02-05,February,Northeast,North Rhine-Westphalia,Vita Cola,0.51,1250,637.5
Edeka,1185732,2022-02-05,February,Northeast,Hamburg,Bionade,0.41,2250,922.5
Lidl,1185732,2022-03-03,March,Northeast,Bavaria,Vita Cola,0.46,4450,2047.0
Aldi,1185732,2022-03-03,March,Northeast,Berlin,Fritz-Kola,0.46,1500,690.0
Aldi,1185732,2022-03-03,March,Northeast,Baden-Württemberg,Bionade,0.37,1750,647.5
Edeka,1185732,2022-03-03,March,Northeast,Baden-Württemberg,Bionade,0.41,250,102.5
Metro,1185732,2022-03-03,March,Northeast,Thuringia,Vita Cola,0.55,750,412.50000000000006
Metro,1185732,2022-03-03,March,Northeast,Berlin,Mezzo Mix,0.46,1750,805.0
Lidl,1185732,2022-04-04,April,Northeast,Hamburg,Gerolsteiner,0.46,4500,2070.0
Edeka,1185732,2022-04-04,April,Northeast,Brandenburg,Vita Cola,0.46,1500,690.0
Kaufland,1185732,2022-04-04,April,Northeast,Baden-Württemberg,Mezzo Mix,0.37,1500,555.0
Netto,1185732,2022-04-04,April,Northeast,Schleswig-Holstein,Fritz-Kola,0.41,750,307.5
Kaufland,1185732,2022-04-04,April,Northeast,North Rhine-Westphalia,Fritz-Kola,0.55,750,412.50000000000006
Rewe,1185732,2022-04-04,April,Northeast,Hamburg,Fritz-Kola,0.46,2000,920.0
Aldi,1185732,2022-05-03,May,Northeast,North Rhine-Westphalia,Bionade,0.55,4700,2585.0
Metro,1185732,2022-05-03,May,Northeast,Baden-Württemberg,Fritz-Kola,0.55,1750,962.5000000000001
Lidl,1185732,2022-05-03,May,Northeast,Mecklenburg-Vorpommern,Vita Cola,0.51,1500,765.0
Penny,1185732,2022-05-03,May,Northeast,Hamburg,Fritz-Kola,0.51,1000,510.0
Metro,1185732,2022-05-03,May,Northeast,Thuringia,Mezzo Mix,0.6,1250,750.0
Aldi,1185732,2022-05-03,May,Northeast,Saxony-Anhalt,Mezzo Mix,0.64,2500,1600.0
Kaufland,1185732,2022-06-05,June,Northeast,Thuringia,Gerolsteiner,0.6,5000,3000.0
Netto,1185732,2022-06-05,June,Northeast,Thuringia,Club-Mate,0.55,2500,1375.0
Lidl,1185732,2022-06-05,June,Northeast,Berlin,Gerolsteiner,0.51,1750,892.5
Metro,1185732,2022-06-05,June,Northeast,Schleswig-Holstein,Club-Mate,0.51,1500,765.0
Metro,1185732,2022-06-05,June,Northeast,Baden-Württemberg,Mezzo Mix,0.6,1500,900.0
Rewe,1185732,2022-06-05,June,Northeast,Brandenburg,Fritz-Kola,0.64,3000,1920.0
Lidl,1185732,2022-07-03,July,Northeast,Baden-Württemberg,Vita Cola,0.6,5000,3000.0
Edeka,1185732,2022-07-03,July,Northeast,Brandenburg,Mezzo Mix,0.55,3000,1650.0000000000002
Netto,1185732,2022-07-03,July,Northeast,Saxony-Anhalt,Club-Mate,0.51,2250,1147.5
Aldi,1185732,2022-07-03,July,Northeast,Bavaria,Gerolsteiner,0.51,1750,892.5
Penny,1185732,2022-07-03,July,Northeast,Thuringia,Fritz-Kola,0.6,2000,1200.0
Edeka,1185732,2022-07-03,July,Northeast,Saxony-Anhalt,Bionade,0.64,3750,2400.0
Kaufland,1185732,2022-08-04,August,Northeast,Baden-Württemberg,Mezzo Mix,0.6,5250,3150.0
Lidl,1185732,2022-08-04,August,Northeast,North Rhine-Westphalia,Club-Mate,0.55,3000,1650.0000000000002
Edeka,1185732,2022-08-04,August,Northeast,Brandenburg,Fritz-Kola,0.51,2250,1147.5
Aldi,1185732,2022-08-04,August,Northeast,Baden-Württemberg,Bionade,0.51,2000,1020.0
Kaufland,1185732,2022-08-04,August,Northeast,Mecklenburg-Vorpommern,Bionade,0.6,1750,1050.0
Aldi,1185732,2022-08-04,August,Northeast,Schleswig-Holstein,Vita Cola,0.64,3500,2240.0
Kaufland,1185732,2022-09-03,September,Northeast,Schleswig-Holstein,Fritz-Kola,0.6,4750,2850.0
Lidl,1185732,2022-09-03,September,Northeast,Brandenburg,Fritz-Kola,0.46,2750,1265.0
Rewe,1185732,2022-09-03,September,Northeast,Hesse,Club-Mate,0.41,2000,820.0
Rewe,1185732,2022-09-03,September,Northeast,Hamburg,Mezzo Mix,0.41,1750,717.5
Netto,1185732,2022-09-03,September,Northeast,Thuringia,Bionade,0.51,1250,637.5
Edeka,1185732,2022-09-03,September,Northeast,Hesse,Gerolsteiner,0.55,2250,1237.5
Kaufland,1185732,2022-10-05,October,Northeast,Baden-Württemberg,Bionade,0.55,4000,2200.0
Netto,1185732,2022-10-05,October,Northeast,Thuringia,Club-Mate,0.46,2250,1035.0
Kaufland,1185732,2022-10-05,October,Northeast,Thuringia,Bionade,0.46,1250,575.0
Edeka,1185732,2022-10-05,October,Northeast,Bavaria,Fritz-Kola,0.46,1000,460.0
Metro,1185732,2022-10-05,October,Northeast,Berlin,Mezzo Mix,0.55,1000,550.0
Edeka,1185732,2022-10-05,October,Northeast,Schleswig-Holstein,Gerolsteiner,0.6,2250,1350.0
Penny,1185732,2022-11-04,November,Northeast,Saxony,Bionade,0.64,3750,2400.0
Lidl,1185732,2022-11-04,November,Northeast,Baden-Württemberg,Vita Cola,0.55,2000,1100.0
Metro,1185732,2022-11-04,November,Northeast,Hamburg,Mezzo Mix,0.55,1950,1072.5
Aldi,1185732,2022-11-04,November,Northeast,Thuringia,Vita Cola,0.55,1750,962.5000000000001
Kaufland,1185732,2022-11-04,November,Northeast,Hamburg,Bionade,0.64,1500,960.0
Rewe,1185732,2022-11-04,November,Northeast,Hamburg,Bionade,0.69,2500,1724.9999999999998
Rewe,1185732,2022-12-03,December,Northeast,Berlin,Mezzo Mix,0.64,4750,3040.0
Metro,1185732,2022-12-03,December,Northeast,Schleswig-Holstein,Club-Mate,0.55,2750,1512.5000000000002
Metro,1185732,2022-12-03,December,Northeast,Thuringia,Club-Mate,0.55,2250,1237.5
Kaufland,1185732,2022-12-03,December,Northeast,Berlin,Vita Cola,0.55,1750,962.5000000000001
Metro,1185732,2022-12-03,December,Northeast,Hesse,Mezzo Mix,0.64,1750,1120.0
Metro,1185732,2022-12-03,December,Northeast,Hamburg,Fritz-Kola,0.69,2750,1897.4999999999998
Rewe,1128299,2022-01-15,January,West,Mecklenburg-Vorpommern,Gerolsteiner,0.32,4500,1440.0
Edeka,1128299,2022-01-15,January,West,Berlin,Club-Mate,0.41,4500,1845.0
Netto,1128299,2022-01-15,January,West,Schleswig-Holstein,Bionade,0.41,4500,1845.0
Edeka,1128299,2022-01-15,January,West,Bavaria,Club-Mate,0.41,3000,1230.0
Penny,1128299,2022-01-15,January,West,Thuringia,Mezzo Mix,0.46,2500,1150.0
Kaufland,1128299,2022-01-15,January,West,Brandenburg,Gerolsteiner,0.41,4750,1947.4999999999998
Edeka,1128299,2022-02-15,February,West,Hamburg,Gerolsteiner,0.32,5250,1680.0
Netto,1128299,2022-02-15,February,West,Schleswig-Holstein,Mezzo Mix,0.41,4250,1742.5
Metro,1128299,2022-02-15,February,West,Brandenburg,Mezzo Mix,0.41,4250,1742.5
Edeka,1128299,2022-02-15,February,West,Thuringia,Gerolsteiner,0.41,2750,1127.5
Kaufland,1128299,2022-02-15,February,West,Brandenburg,Bionade,0.46,2000,920.0
Aldi,1128299,2022-02-15,February,West,Baden-Württemberg,Fritz-Kola,0.41,4000,1640.0
Edeka,1128299,2022-03-14,March,West,Hamburg,Vita Cola,0.41,5500,2255.0
Penny,1128299,2022-03-14,March,West,Schleswig-Holstein,Bionade,0.51,4000,2040.0
Metro,1128299,2022-03-14,March,West,Bavaria,Mezzo Mix,0.51,4000,2040.0
Penny,1128299,2022-03-14,March,West,Schleswig-Holstein,Vita Cola,0.51,3000,1530.0
Lidl,1128299,2022-03-14,March,West,Hamburg,Bionade,0.55,1750,962.5000000000001
Aldi,1128299,2022-03-14,March,West,Schleswig-Holstein,Mezzo Mix,0.51,3750,1912.5
Metro,1128299,2022-04-15,April,West,Hesse,Mezzo Mix,0.55,5500,3025.0000000000005
Kaufland,1128299,2022-04-15,April,West,Brandenburg,Vita Cola,0.6,3500,2100.0
Metro,1128299,2022-04-15,April,West,Thuringia,Vita Cola,0.6,4000,2400.0
Netto,1128299,2022-04-15,April,West,Berlin,Club-Mate,0.55,3000,1650.0000000000002
Metro,1128299,2022-04-15,April,West,Saxony,Club-Mate,0.6,2000,1200.0
Edeka,1128299,2022-04-15,April,West,Hesse,Club-Mate,0.74,3500,2590.0
Netto,1128299,2022-05-16,May,West,Bavaria,Gerolsteiner,0.55,5500,3025.0000000000005
Aldi,1128299,2022-05-16,May,West,Thuringia,Vita Cola,0.6,4000,2400.0
Kaufland,1128299,2022-05-16,May,West,North Rhine-Westphalia,Bionade,0.6,4000,2400.0
Metro,1128299,2022-05-16,May,West,Saxony-Anhalt,Bionade,0.55,3000,1650.0000000000002
Netto,1128299,2022-05-16,May,West,Schleswig-Holstein,Fritz-Kola,0.6,2000,1200.0
Netto,1128299,2022-05-16,May,West,Schleswig-Holstein,Mezzo Mix,0.74,4500,3330.0
Edeka,1128299,2022-06-15,June,West,North Rhine-Westphalia,Vita Cola,0.55,7000,3850.0000000000005
Edeka,1128299,2022-06-15,June,West,Schleswig-Holstein,Vita Cola,0.6,5500,3300.0
Aldi,1128299,2022-06-15,June,West,Bavaria,Fritz-Kola,0.6,5500,3300.0
Aldi,1128299,2022-06-15,June,West,Berlin,Fritz-Kola,0.55,4250,2337.5
Edeka,1128299,2022-06-15,June,West,Baden-Württemberg,Club-Mate,0.6,3000,1800.0
Rewe,1128299,2022-06-15,June,West,Baden-Württemberg,Vita Cola,0.74,6000,4440.0
Lidl,1128299,2022-07-14,July,West,Berlin,Fritz-Kola,0.55,7500,4125.0
Lidl,1128299,2022-07-14,July,West,Brandenburg,Mezzo Mix,0.6,6000,3600.0
Edeka,1128299,2022-07-14,July,West,Bavaria,Vita Cola,0.6,5500,3300.0
Edeka,1128299,2022-07-14,July,West,Hesse,Gerolsteiner,0.55,4500,2475.0
Netto,1128299,2022-07-14,July,West,Mecklenburg-Vorpommern,Bionade,0.6,5000,3000.0
Aldi,1128299,2022-07-14,July,West,Brandenburg,Fritz-Kola,0.74,5000,3700.0
Metro,1128299,2022-08-15,August,West,Hesse,Club-Mate,0.6,7000,4200.0
Penny,1128299,2022-08-15,August,West,Saxony,Bionade,0.64,6500,4160.0
Metro,1128299,2022-08-15,August,West,Brandenburg,Gerolsteiner,0.6,5250,3150.0
Edeka,1128299,2022-08-15,August,West,Brandenburg,Bionade,0.6,4750,2850.0
Aldi,1128299,2022-08-15,August,West,Thuringia,Gerolsteiner,0.69,4750,3277.4999999999995
Penny,1128299,2022-08-15,August,West,Mecklenburg-Vorpommern,Gerolsteiner,0.74,4000,2960.0
Kaufland,1128299,2022-09-16,September,West,Baden-Württemberg,Club-Mate,0.55,6000,3300.0000000000005
Netto,1128299,2022-09-16,September,West,Saxony-Anhalt,Mezzo Mix,0.6,6000,3600.0
Aldi,1128299,2022-09-16,September,West,Saxony,Bionade,0.55,4500,2475.0
Penny,1128299,2022-09-16,September,West,North Rhine-Westphalia,Mezzo Mix,0.55,4000,2200.0
Kaufland,1128299,2022-09-16,September,West,Mecklenburg-Vorpommern,Gerolsteiner,0.64,4000,2560.0
